feature,target,score_ind,score_rd,score_full,varExp_ofFull,varExp_ofRd,feat_idx,feat_gene,feat_source,Class
SSR1 (6745) [CERES],OST4,-0.05234,0.37119,0.08939,-0.5855199999999999,-0.14101,7,SSR1,CERES,5
SSR2 (6746) [CERES],OST4,-0.07262,0.37119,0.08939,-0.8124,-0.19564,8,SSR2,CERES,5
MPDU1 (9526) [CERES],OST4,-0.05825,0.37119,0.08939,-0.65164,-0.15693,9,MPDU1,CERES,5
DPM2 (8818) [CERES],OST4,-0.0542,0.37119,0.08939,-0.60633,-0.14602,10,DPM2,CERES,5
UBR5 (51366) [CERES],OTUD5,0.67935,0.55298,0.01276,53.2406,1.22853,1,UBR5,CERES,20
PES1 (23481) [CERES],OTUD5,-0.24538,0.55298,0.01276,-19.23041,-0.44374,2,PES1,CERES,20
PES1 (23481) [CERES],UBR5,-0.14101,0.56497,0.03341,-4.2205900000000005,-0.24959,7,PES1,CERES,20
C16orf72 (29035) [CERES],OTUD5,-0.27301,0.55298,0.01276,-21.39577,-0.49371,3,C16orf72,CERES,20
C16orf72 (29035) [CERES],USP7,0.06178,0.3661,0.05498,1.12368,0.16875,5,C16orf72,CERES,20
SLC2A8 (29988) [CERES],OTUD5,-0.12289,0.55298,0.01276,-9.63088,-0.22223,5,SLC2A8,CERES,20
HIRA (7290) [CERES],OTUD5,0.05766,0.55298,0.01276,4.51881,0.10427,6,HIRA,CERES,4
ACVR1C (ENSG00000123612) [RNA-seq],OTUD5,-0.12282,0.55298,0.01276,-9.62539,-0.22211,7,ACVR1C,RNA-seq,20
LINC00504 (ENSG00000248360) [RNA-seq],OTUD5,-0.13077,0.55298,0.01276,-10.24843,-0.23648,8,LINC00504,RNA-seq,20
RIF1 (55183) [CERES],OTUD5,-0.15850999999999998,0.55298,0.01276,-12.42241,-0.28665,9,RIF1,CERES,20
CRMP1 (1400) [CERES],OTUD5,-0.09025,0.55298,0.01276,-7.0728800000000005,-0.16321,10,CRMP1,CERES,20
MECR (51102) [CERES],OXSM,0.32678,0.4789600000000001,0.05703,5.72997,0.6822699999999999,1,MECR,CERES,6
MECR (51102) [CERES],PPA2,0.02754,0.26361,0.07117000000000001,0.38696,0.10447,10,MECR,CERES,6
GTPBP10 (85865) [CERES],OXSM,0.10779,0.4789600000000001,0.05703,1.89006,0.22505,2,GTPBP10,CERES,6
GTPBP10 (85865) [CERES],POLG,0.15297,0.62456,0.12655999999999998,1.20868,0.24492,2,GTPBP10,CERES,6
AFTPH (ENSG00000119844) [RNA-seq],OXSM,-0.03824,0.4789600000000001,0.05703,-0.67052,-0.07984,4,AFTPH,RNA-seq,6
COQ7 (10229) [CERES],OXSM,0.07749,0.4789600000000001,0.05703,1.35876,0.16179000000000002,5,COQ7,CERES,6
SLC25A26 (115286) [CERES],OXSM,0.05637,0.4789600000000001,0.05703,0.98843,0.11769,6,SLC25A26,CERES,6
MCAT (27349) [CERES],OXSM,0.05628,0.4789600000000001,0.05703,0.98685,0.1175,9,MCAT,CERES,6
PABPC4 (ENSG00000090621) [RNA-seq],PABPC1,0.04745,0.26568,0.08256000000000001,0.57473,0.1786,1,PABPC4,RNA-seq,16
PPIEL (728448) [CN],PABPC1,0.11859,0.26568,0.08256000000000001,1.43641,0.44636,2,PPIEL,CN,16
SNORA55 (677834) [CN],PABPC1,0.12019,0.26568,0.08256000000000001,1.45579,0.45239,3,SNORA55,CN,16
OXCT2P1 (192217) [CN],PABPC1,0.11572,0.26568,0.08256000000000001,1.40165,0.4355600000000001,5,OXCT2P1,CN,16
ZC4H2 (ENSG00000126970) [RNA-seq],PABPC1,-0.11006,0.26568,0.08256000000000001,-1.33309,-0.41426,6,ZC4H2,RNA-seq,16
LSM10 (84967) [CERES],PABPC1,-0.11618,0.26568,0.08256000000000001,-1.40722,-0.43729,7,LSM10,CERES,16
AKIRIN1 (79647) [CN],PABPC1,0.03657,0.26568,0.08256000000000001,0.44295,0.13765,8,AKIRIN1,CN,16
CAMSAP1 (ENSG00000130559) [RNA-seq],PABPC1,-0.22101,0.26568,0.08256000000000001,-2.67696,-0.8318700000000001,9,CAMSAP1,RNA-seq,16
MACF1 (23499) [CN],PABPC1,0.03892,0.26568,0.08256000000000001,0.4714100000000001,0.14649,10,MACF1,CN,16
STAG2 (10735) [CERES],PAGR1,0.0681,0.55452,-0.04013,-1.69698,0.12281,2,STAG2,CERES,30
STAG2 (10735) [CERES],PAXIP1,0.13354000000000002,0.7012,-0.01539,-8.67706,0.19044,2,STAG2,CERES,30
SMC3 (9126) [CERES],PAGR1,-0.02754,0.55452,-0.04013,0.6862699999999999,-0.04966,4,SMC3,CERES,30
SMC3 (9126) [CERES],PAXIP1,0.02838,0.7012,-0.01539,-1.84405,0.04047,6,SMC3,CERES,30
INO80E (283899) [CERES],PAGR1,-0.08217999999999999,0.55452,-0.04013,2.0478400000000003,-0.1482,6,INO80E,CERES,30
DBF4 (10926) [CERES],PAGR1,-0.27808,0.55452,-0.04013,6.92948,-0.50148,8,DBF4,CERES,23
PRKCI (5584) [CERES],PARD6B,0.51623,0.7378,0.13117,3.93558,0.6996899999999999,1,PRKCI,CERES,13
PARD3 (56288) [CERES],PARD6B,0.6106,0.7378,0.13117,4.65503,0.8276,2,PARD3,CERES,13
KCNJ16 (ENSG00000153822) [RNA-seq],PARD6B,0.37178,0.7378,0.13117,2.83434,0.5039,5,KCNJ16,RNA-seq,13
TMEM139 (ENSG00000178826) [RNA-seq],PARD6B,-0.03363,0.7378,0.13117,-0.25638,-0.04558,6,TMEM139,RNA-seq,13
CTNNA1 (1495) [CERES],PARD6B,0.18546,0.7378,0.13117,1.41389,0.25137,7,CTNNA1,CERES,13
RASSF8 (11228) [CERES],PARD6B,-0.02303,0.7378,0.13117,-0.17557,-0.03121,8,RASSF8,CERES,13
DCDC2 (ENSG00000146038) [RNA-seq],PARD6B,0.14325,0.7378,0.13117,1.09209,0.19416,9,DCDC2,RNA-seq,13
DCDC2 (ENSG00000146038) [RNA-seq],PAX8,0.48529,0.76088,0.14412,3.36726,0.6378,2,DCDC2,RNA-seq,13
PAX8 (ENSG00000125618) [RNA-seq],PAX8,0.76761,0.76088,0.14412,5.32619,1.00885,1,PAX8,RNA-seq,40
LINC00501 (ENSG00000203645) [RNA-seq],PAX8,0.3927,0.76088,0.14412,2.72481,0.5161100000000001,3,LINC00501,RNA-seq,40
DCAF12L1 (ENSG00000198889) [RNA-seq],PAX8,0.42107,0.76088,0.14412,2.92166,0.5534,4,DCAF12L1,RNA-seq,40
RHEX (ENSG00000263961) [RNA-seq],PAX8,0.5252899999999999,0.76088,0.14412,3.64481,0.6903699999999999,5,RHEX,RNA-seq,40
RAPGEF3 (ENSG00000079337) [RNA-seq],PAX8,0.23336,0.76088,0.14412,1.61921,0.3067,6,RAPGEF3,RNA-seq,40
PREX2 (ENSG00000046889) [RNA-seq],PAX8,0.34876,0.76088,0.14412,2.41993,0.4583600000000001,7,PREX2,RNA-seq,40
KLHL14 (ENSG00000197705) [RNA-seq],PAX8,0.24069,0.76088,0.14412,1.6700700000000002,0.31633,8,KLHL14,RNA-seq,40
KAAG1 (ENSG00000146049) [RNA-seq],PAX8,0.3178,0.76088,0.14412,2.20511,0.41767,9,KAAG1,RNA-seq,40
BASP1P1 (ENSG00000230535) [RNA-seq],PAX8,0.63015,0.76088,0.14412,4.3724,0.82819,10,BASP1P1,RNA-seq,40
PCYT1B (ENSG00000102230) [RNA-seq],PCYT1A,0.29214,0.37892,0.11269,2.59242,0.77098,1,PCYT1B,RNA-seq,8
GAL3ST4 (ENSG00000197093) [RNA-seq],PCYT1A,0.03617,0.37892,0.11269,0.32097,0.09546,2,GAL3ST4,RNA-seq,8
LZTS1 (ENSG00000061337) [RNA-seq],PCYT1A,0.015280000000000004,0.37892,0.11269,0.13559000000000002,0.04033,3,LZTS1,RNA-seq,8
BEND5 (ENSG00000162373) [RNA-seq],PCYT1A,-0.10253,0.37892,0.11269,-0.90984,-0.27058000000000004,4,BEND5,RNA-seq,8
MAGED4B (ENSG00000187243) [RNA-seq],PCYT1A,-0.03393,0.37892,0.11269,-0.30109,-0.08954,5,MAGED4B,RNA-seq,8
FXYD6 (ENSG00000137726) [RNA-seq],PCYT1A,0.09536,0.37892,0.11269,0.8462200000000001,0.25166,6,FXYD6,RNA-seq,8
TECTA (ENSG00000109927) [RNA-seq],PCYT1A,0.06953,0.37892,0.11269,0.617,0.1835,7,TECTA,RNA-seq,8
VRK2 (ENSG00000028116) [RNA-seq],PCYT1A,-0.13831,0.37892,0.11269,-1.22735,-0.36501,8,VRK2,RNA-seq,8
NUDT10 (ENSG00000122824) [RNA-seq],PCYT1A,-0.12311,0.37892,0.11269,-1.09247,-0.3249,10,NUDT10,RNA-seq,8
CAB39 (51719) [CERES],PDCD10,0.25004,0.47732,0.08363999999999999,2.98948,0.52384,3,CAB39,CERES,13
CAB39 (51719) [CERES],SLC2A1,-0.09767,0.38402,0.06806,-1.43506,-0.25434,4,CAB39,CERES,13
STK24 (8428) [CERES],PDCD10,-0.04626,0.47732,0.08363999999999999,-0.55308,-0.09692,4,STK24,CERES,13
RPS2 (ENSG00000140988) [RNA-seq],PDCD2,0.02292,0.27434000000000003,0.12652,0.18116,0.08355,1,RPS2,RNA-seq,0
KLF2P1 (ENSG00000231240) [RNA-seq],PDCD2,0.05596,0.27434000000000003,0.12652,0.4423,0.20398,2,KLF2P1,RNA-seq,0
POTEF (ENSG00000196604) [RNA-seq],PDCD2,0.07307999999999999,0.27434000000000003,0.12652,0.57762,0.26638,4,POTEF,RNA-seq,0
RPS3 (6188) [CERES],PDCD2,0.03632,0.27434000000000003,0.12652,0.28707,0.13239,5,RPS3,CERES,0
HS3ST6 (64711) [CN],PDCD2,-0.09351,0.27434000000000003,0.12652,-0.7390899999999999,-0.34085,6,HS3ST6,CN,0
RPS2P46 (ENSG00000189343) [RNA-seq],PDCD2,-0.05966000000000001,0.27434000000000003,0.12652,-0.47155,-0.21747,8,RPS2P46,RNA-seq,0
RBM10 (8241) [CERES],PDCD2,-0.19635,0.27434000000000003,0.12652,-1.55193,-0.71572,9,RBM10,CERES,0
EME2 (197342) [CN],PDCD2,-0.0755,0.27434000000000003,0.12652,-0.5967399999999999,-0.27521,10,EME2,CN,0
CEP55 (55165) [CERES],PDCD6IP,0.22412,0.3612,0.06429,3.4860800000000003,0.62049,1,CEP55,CERES,19
CIT (11113) [CERES],PDCD6IP,0.06961,0.3612,0.06429,1.08275,0.19272,2,CIT,CERES,19
UEVLD (55293) [CERES],PDCD6IP,0.06138,0.3612,0.06429,0.95474,0.16993,3,UEVLD,CERES,19
RPAP1 (ENSG00000103932) [RNA-seq],PDCD6IP,0.02498,0.3612,0.06429,0.38855,0.06916,4,RPAP1,RNA-seq,19
SPDYC (387778) [CN],PDCD6IP,-0.15485,0.3612,0.06429,-2.40862,-0.42871,5,SPDYC,CN,19
ABCB6 (ENSG00000115657) [RNA-seq],PDCD6IP,-0.00095,0.3612,0.06429,-0.01478,-0.00263,6,ABCB6,RNA-seq,19
LAMC2 (ENSG00000058085) [RNA-seq],PDCD6IP,-0.1058,0.3612,0.06429,-1.64567,-0.29291,7,LAMC2,RNA-seq,19
KIF14 (9928) [CERES],PDCD6IP,0.07328,0.3612,0.06429,1.13984,0.20288,8,KIF14,CERES,19
MAFG (4097) [CERES],PDCD6IP,-0.09062,0.3612,0.06429,-1.40955,-0.25089,9,MAFG,CERES,19
VAT1 (ENSG00000108828) [RNA-seq],PDS5A,-0.09031,0.11288,0.06063,-1.48953,-0.80005,1,VAT1,RNA-seq,4
LLGL2 (3993) [CERES],PDS5A,-0.056629999999999986,0.11288,0.06063,-0.93403,-0.50168,2,LLGL2,CERES,4
PDS5B (23047) [CERES],PDS5A,-0.04722,0.11288,0.06063,-0.77882,-0.41832,3,PDS5B,CERES,4
BRI3 (ENSG00000164713) [RNA-seq],PDS5A,0.06477000000000001,0.11288,0.06063,1.06828,0.5738,4,BRI3,RNA-seq,4
FCER1G (ENSG00000158869) [RNA-seq],PDS5A,-0.14279,0.11288,0.06063,-2.3551,-1.26497,5,FCER1G,RNA-seq,4
CSF2RA (ENSG00000198223) [RNA-seq],PDS5A,-0.12504,0.11288,0.06063,-2.06235,-1.10773,6,CSF2RA,RNA-seq,4
CSF2RA (ENSG00000198223) [RNA-seq],SLC2A1,-0.15837,0.38402,0.06806,-2.32692,-0.4124,5,CSF2RA,RNA-seq,4
ATP6V1H (ENSG00000047249) [RNA-seq],PDS5A,-0.19361,0.11288,0.06063,-3.1933,-1.71518,7,ATP6V1H,RNA-seq,4
RAB32 (ENSG00000118508) [RNA-seq],PDS5A,-0.1294,0.11288,0.06063,-2.13426,-1.14635,8,RAB32,RNA-seq,4
SDCBP (ENSG00000137575) [RNA-seq],PDS5A,-0.18844,0.11288,0.06063,-3.10803,-1.66938,9,SDCBP,RNA-seq,4
KMT2E (55904) [CERES],PDS5A,-0.15133,0.11288,0.06063,-2.49596,-1.34063,10,KMT2E,CERES,4
HBS1L (10767) [CERES],PELO,0.00243,0.10421,0.0607,0.04003,0.02332,1,HBS1L,CERES,34
HACD4 (401494) [CN],PELO,0.056,0.10421,0.0607,0.92257,0.53738,2,HACD4,CN,34
TTC37 (ENSG00000198677) [RNA-seq],PELO,-0.0892,0.10421,0.0607,-1.4695200000000002,-0.85596,3,TTC37,RNA-seq,34
TTC37 (9652) [CERES],PELO,-0.06832,0.10421,0.0607,-1.12554,-0.6556,6,TTC37,CERES,34
SNORD10 (652966) [CN],PELO,-0.10382,0.10421,0.0607,-1.71038,-0.99626,4,SNORD10,CN,34
IQGAP2 (10788) [CN],PELO,-0.06846000000000001,0.10421,0.0607,-1.12784,-0.65694,7,IQGAP2,CN,34
AP3B1 (8546) [CN],PELO,-0.06594,0.10421,0.0607,-1.08633,-0.63276,8,AP3B1,CN,34
TRAPPC1 (58485) [CERES],PELO,-0.28029,0.10421,0.0607,-4.61763,-2.68967,9,TRAPPC1,CERES,34
EMC8 (10328) [CERES],PELO,-0.1723,0.10421,0.0607,-2.83855,-1.65339,10,EMC8,CERES,34
FASTKD5 (60493) [CERES],PET117,0.2813,0.66597,0.14161,1.98644,0.42239,3,FASTKD5,CERES,16
FASTKD5 (60493) [CERES],POLE3,-0.00948,0.5425300000000001,0.00298,-3.18121,-0.01747,9,FASTKD5,CERES,16
COX16 (51241) [CERES],PET117,0.41521,0.66597,0.14161,2.93207,0.62347,4,COX16,CERES,16
SCO1 (6341) [CERES],PET117,0.24024,0.66597,0.14161,1.69649,0.36074,7,SCO1,CERES,16
COX11 (1353) [CERES],PET117,0.17165,0.66597,0.14161,1.21213,0.25774,9,COX11,CERES,16
VBP1 (7411) [CERES],PFDN1,0.5868,0.5899,0.08152999999999999,7.19735,0.99474,1,VBP1,CERES,9
PFDN5 (5204) [CERES],PFDN1,0.28458,0.5899,0.08152999999999999,3.4904900000000003,0.48242,2,PFDN5,CERES,9
PFDN5 (5204) [CERES],TUBA1C,0.0583,0.36386,0.1355,0.43026,0.16022999999999998,9,PFDN5,CERES,9
PFDN5 (5204) [CERES],VBP1,0.26822,0.62269,0.07719,3.4748,0.43074,2,PFDN5,CERES,9
PFDN4 (5203) [CERES],PFDN1,0.1991,0.5899,0.08152999999999999,2.44205,0.33751,3,PFDN4,CERES,9
PFDN4 (5203) [CERES],VBP1,0.22992,0.62269,0.07719,2.9786200000000003,0.36924,3,PFDN4,CERES,9
TBCA (6902) [CERES],PFDN1,0.0276,0.5899,0.08152999999999999,0.33853,0.04679,5,TBCA,CERES,9
TNPO1 (3842) [CERES],PFDN1,-0.14767,0.5899,0.08152999999999999,-1.81124,-0.25033,7,TNPO1,CERES,9
TUBA1C (84790) [CERES],PFDN1,-0.04112,0.5899,0.08152999999999999,-0.50435,-0.06971000000000001,8,TUBA1C,CERES,9
TUBA1C (84790) [CERES],UBC,0.02163,0.11489,0.06077000000000001,0.35593,0.18827,7,TUBA1C,CERES,9
TUBA1C (84790) [CERES],UBE2C,-0.05625,0.38725,0.00809,-6.95303,-0.14526,6,TUBA1C,CERES,9
SOX15 (ENSG00000129194) [RNA-seq],PFDN1,-0.21055,0.5899,0.08152999999999999,-2.58248,-0.35692,9,SOX15,RNA-seq,9
PSG5 (ENSG00000204941) [RNA-seq],PFDN1,-0.14649,0.5899,0.08152999999999999,-1.79676,-0.24833,10,PSG5,RNA-seq,9
PFN2 (ENSG00000070087) [RNA-seq],PFN1,-0.05433,0.15435,0.08453,-0.64273,-0.35199,1,PFN2,RNA-seq,5
VANGL2 (ENSG00000162738) [RNA-seq],PFN1,-0.11933,0.15435,0.08453,-1.41169,-0.7731100000000001,2,VANGL2,RNA-seq,5
STOX2 (ENSG00000173320) [RNA-seq],PFN1,-0.00705,0.15435,0.08453,-0.0834,-0.04568,3,STOX2,RNA-seq,5
NHLRC2 (374354) [CERES],PFN1,-0.12435999999999997,0.15435,0.08453,-1.47119,-0.8057,4,NHLRC2,CERES,5
EFHD1 (ENSG00000115468) [RNA-seq],PFN1,-0.14668,0.15435,0.08453,-1.73524,-0.95031,5,EFHD1,RNA-seq,5
MSI1 (ENSG00000135097) [RNA-seq],PFN1,-0.05911,0.15435,0.08453,-0.69928,-0.38296,6,MSI1,RNA-seq,5
EYA4 (ENSG00000112319) [RNA-seq],PFN1,-0.11294,0.15435,0.08453,-1.33609,-0.7317100000000001,7,EYA4,RNA-seq,5
RPE (6120) [CERES],PGD,0.2727,0.5818300000000001,0.11179,2.4394,0.46869,2,RPE,CERES,2
RPE (6120) [CERES],RPIA,0.18931,0.57194,0.05043,3.75392,0.331,7,RPE,CERES,2
RPE (6120) [CERES],TKT,0.4338,0.59735,0.02669,16.25328,0.72621,1,RPE,CERES,2
PPA1 (5464) [CERES],PGK1,-0.00551,0.42315,0.10253,-0.05374,-0.01302,6,PPA1,CERES,28
EMSY (56946) [CERES],PHF12,0.50283,0.63093,0.05884,8.54572,0.79697,1,EMSY,CERES,30
CDYL (9425) [CERES],PHF12,-0.07182999999999999,0.63093,0.05884,-1.22077,-0.11385,7,CDYL,CERES,30
EVI2A (ENSG00000126860) [RNA-seq],PIK3CA,-0.14916,0.14334000000000002,0.07525,-1.98219,-1.0406,3,EVI2A,RNA-seq,5
EVI2A (ENSG00000126860) [RNA-seq],PRKAR1A,0.16426,0.19157,0.26446,0.62111,0.85744,1,EVI2A,RNA-seq,5
CD70 (ENSG00000125726) [RNA-seq],PIK3CA,-0.24993,0.14334000000000002,0.07525,-3.32133,-1.7436200000000002,4,CD70,RNA-seq,5
NET1 (ENSG00000173848) [RNA-seq],PIK3CA,-0.06053,0.14334000000000002,0.07525,-0.8043899999999999,-0.42228,5,NET1,RNA-seq,30
NET1 (ENSG00000173848) [RNA-seq],SP1,-0.17274,0.16143,0.054070000000000014,-3.19475,-1.07006,8,NET1,RNA-seq,30
PLEKHH3 (79990) [CERES],PIK3CA,-0.05971,0.14334000000000002,0.07525,-0.7934899999999999,-0.41656,6,PLEKHH3,CERES,13
PLEKHH3 (79990) [CERES],PTEN,0.26258000000000004,0.46687,0.065,4.03969,0.56243,2,PLEKHH3,CERES,13
SPPL3 (121665) [CERES],PIK3CA,-0.12949000000000002,0.14334000000000002,0.07525,-1.7208,-0.90338,7,SPPL3,CERES,5
MYO1B (ENSG00000128641) [RNA-seq],PIK3CA,-0.15839,0.14334000000000002,0.07525,-2.10485,-1.105,8,MYO1B,RNA-seq,5
ZNF750 (ENSG00000141579) [RNA-seq],PIK3CA,-0.10893,0.14334000000000002,0.07525,-1.44757,-0.75994,10,ZNF750,RNA-seq,5
RPGRIP1L (ENSG00000103494) [RNA-seq],PMM2,-0.04637,0.28969,0.11725,-0.39548,-0.16007000000000002,3,RPGRIP1L,RNA-seq,35
THUMPD3 (ENSG00000134077) [RNA-seq],PMM2,-0.0138,0.28969,0.11725,-0.1177,-0.04764,4,THUMPD3,RNA-seq,35
SOGA1 (ENSG00000149639) [RNA-seq],PMM2,-0.17951,0.28969,0.11725,-1.531,-0.61966,5,SOGA1,RNA-seq,35
BOD1 (ENSG00000145919) [RNA-seq],PMM2,0.09007000000000001,0.28969,0.11725,0.7681899999999999,0.31092,8,BOD1,RNA-seq,35
MYL6B (ENSG00000196465) [RNA-seq],PMM2,-0.20739,0.28969,0.11725,-1.76878,-0.7159,9,MYL6B,RNA-seq,35
ERI3 (ENSG00000117419) [RNA-seq],PMM2,-0.23163000000000006,0.28969,0.11725,-1.97552,-0.7995800000000001,10,ERI3,RNA-seq,35
COASY (80347) [CERES],PMVK,0.11934000000000003,0.5079899999999999,0.0928,1.28599,0.23493000000000006,2,COASY,CERES,2
COASY (80347) [CERES],TKT,-0.01201,0.59735,0.02669,-0.44998,-0.02011,7,COASY,CERES,2
COASY (80347) [CERES],YRDC,0.08429,0.58562,0.13075,0.64467,0.14393,9,COASY,CERES,2
WDHD1 (11169) [CERES],POLE3,-0.10099,0.5425300000000001,0.00298,-33.88926,-0.18615,10,WDHD1,CERES,6
POLG2 (11232) [CERES],POLG,0.29154,0.62456,0.12655999999999998,2.30357,0.46679,1,POLG2,CERES,3
POLG2 (11232) [CERES],PPA2,-0.0638,0.26361,0.07117000000000001,-0.89645,-0.24202,4,POLG2,CERES,3
NARS2 (79731) [CERES],POLG,0.31463,0.62456,0.12655999999999998,2.48601,0.50376,3,NARS2,CERES,3
IBA57 (200205) [CERES],POLG,0.20352,0.62456,0.12655999999999998,1.60809,0.32586,10,IBA57,CERES,3
ZNF559 (84527) [CERES],POLR2J,0.12752,0.22235,0.11279000000000003,1.1306,0.5735100000000001,2,ZNF559,CERES,15
FAM25G (100133093) [CERES],POLR2J,-0.01974,0.22235,0.11279000000000003,-0.17502,-0.08878,4,FAM25G,CERES,15
FAM25G (100133093) [CERES],RPL17,0.13684000000000002,0.41603,0.08312,1.6462900000000005,0.32892,5,FAM25G,CERES,15
RPS13 (6207) [CERES],POLR2L,0.04607,0.31843,0.06602000000000001,0.69782,0.14468,1,RPS13,CERES,15
RPS13 (6207) [CERES],RAN,0.18524,0.57885,0.15425,1.20091,0.32001,6,RPS13,CERES,15
RPS13 (6207) [CERES],RNPC3,0.01563,0.17483,0.05872,0.26618,0.0894,4,RPS13,CERES,15
RPS13 (6207) [CERES],RPL12,0.05104,0.27013000000000004,0.10473,0.48735,0.18895,1,RPS13,CERES,15
RPS13 (6207) [CERES],RPL37,0.21098000000000006,0.58253,0.10883,1.93862,0.36218,1,RPS13,CERES,15
TXNL4A (10907) [CERES],POLR2L,0.03567,0.31843,0.06602000000000001,0.5402899999999999,0.11202,4,TXNL4A,CERES,15
TXNL4A (10907) [CERES],RAN,0.21525,0.57885,0.15425,1.39546,0.37186,8,TXNL4A,CERES,15
GINS2 (51659) [CERES],POLR2L,-0.12914,0.31843,0.06602000000000001,-1.95607,-0.40555,5,GINS2,CERES,15
RPLP2 (6181) [CERES],POLR2L,0.11788,0.31843,0.06602000000000001,1.78552,0.37019,10,RPLP2,CERES,15
RPLP2 (6181) [CERES],RPS13,0.07313,0.43807,0.10652,0.6865399999999999,0.16694,2,RPLP2,CERES,15
RPLP2 (6181) [CERES],SYS1,-0.14955,0.57892,0.062070000000000014,-2.40938,-0.25833,6,RPLP2,CERES,15
RPP25L (138716) [CERES],POP7,0.28062,0.46627,0.07761,3.61577,0.6018399999999999,1,RPP25L,CERES,5
RPP25 (ENSG00000178718) [RNA-seq],POP7,0.22225,0.46627,0.07761,2.86368,0.47666,2,RPP25,RNA-seq,5
RPP25 (ENSG00000178718) [RNA-seq],RPP25L,0.68175,0.7116399999999999,0.10297,6.62086,0.958,1,RPP25,RNA-seq,5
COL4A1 (ENSG00000187498) [RNA-seq],POP7,-0.01264,0.46627,0.07761,-0.16287,-0.02711,3,COL4A1,RNA-seq,5
SSB (6741) [CERES],POP7,0.0305,0.46627,0.07761,0.39299,0.06541,5,SSB,CERES,5
NYAP1 (222950) [CN],POP7,0.058829999999999986,0.46627,0.07761,0.75802,0.12617,6,NYAP1,CN,5
LOC101927550 (101927550) [CN],POP7,0.04679,0.46627,0.07761,0.6028899999999999,0.10035,7,LOC101927550,CN,5
RRAS2 (ENSG00000133818) [RNA-seq],POP7,-0.037610000000000005,0.46627,0.07761,-0.4846,-0.08066,8,RRAS2,RNA-seq,5
CHCHD10 (ENSG00000250479) [RNA-seq],POP7,0.02558,0.46627,0.07761,0.3296,0.05486,9,CHCHD10,RNA-seq,5
GSDME (ENSG00000105928) [RNA-seq],POP7,-0.05862000000000001,0.46627,0.07761,-0.75532,-0.12572,10,GSDME,RNA-seq,5
SYNE4 (ENSG00000181392) [RNA-seq],PPA1,0.02125,0.22927,0.14970999999999998,0.14194,0.09269,2,SYNE4,RNA-seq,28
AL121839.2 (ENSG00000260711) [RNA-seq],PPA1,0.02992,0.22927,0.14970999999999998,0.19985,0.1305,4,AL121839.2,RNA-seq,28
PRR15L (ENSG00000167183) [RNA-seq],PPA1,-0.11666,0.22927,0.14970999999999998,-0.7792399999999999,-0.50883,5,PRR15L,RNA-seq,28
FAAH (ENSG00000117480) [RNA-seq],PPA1,-0.03237,0.22927,0.14970999999999998,-0.21622,-0.14119,6,FAAH,RNA-seq,28
FAAH2 (ENSG00000165591) [RNA-seq],PPA1,0.05605,0.22927,0.14970999999999998,0.37439,0.24447,7,FAAH2,RNA-seq,28
CLDN3 (ENSG00000165215) [RNA-seq],PPA1,0.07127,0.22927,0.14970999999999998,0.47605,0.31086,8,CLDN3,RNA-seq,28
TMEM125 (ENSG00000179178) [RNA-seq],PPA1,-0.0019,0.22927,0.14970999999999998,-0.01269,-0.00829,9,TMEM125,RNA-seq,28
TMEM125 (ENSG00000179178) [RNA-seq],VPS4B,-0.07312,0.2794,0.12582000000000002,-0.58115,-0.2617,6,TMEM125,RNA-seq,28
C2orf15 (ENSG00000273045) [RNA-seq],PPA1,-0.08141,0.22927,0.14970999999999998,-0.54378,-0.35508,10,C2orf15,RNA-seq,28
MIPEP (4285) [CERES],PPA2,-0.00591,0.26361,0.07117000000000001,-0.08304,-0.02242,2,MIPEP,CERES,3
MIPEP (4285) [CERES],SLC30A9,0.05122,0.23214,0.07692,0.66589,0.22064,10,MIPEP,CERES,3
NMNAT1 (64802) [CERES],PPCDC,0.21561,0.5754,0.20919,1.03069,0.37471,2,NMNAT1,CERES,2
PPCS (79717) [CERES],PPCDC,0.13298,0.5754,0.20919,0.63569,0.23111,8,PPCS,CERES,2
SNRNP40 (9410) [CERES],PPIL1,0.26657,0.35645,0.10668,2.49878,0.74785,1,SNRNP40,CERES,22
ZBTB47 (ENSG00000114853) [RNA-seq],PPIL1,0.03014,0.35645,0.10668,0.28253,0.08456,2,ZBTB47,RNA-seq,22
CCDC130 (81576) [CERES],PPIL1,-0.05184,0.35645,0.10668,-0.48594,-0.14543,3,CCDC130,CERES,22
NSRP1 (84081) [CERES],PPIL1,0.05724,0.35645,0.10668,0.53656,0.16058,5,NSRP1,CERES,22
MTA2 (9219) [CERES],PPIL1,-0.1312,0.35645,0.10668,-1.22985,-0.36807,6,MTA2,CERES,22
NFIC (ENSG00000141905) [RNA-seq],PPIL1,-0.06966,0.35645,0.10668,-0.65298,-0.19543,8,NFIC,RNA-seq,22
ABHD6 (ENSG00000163686) [RNA-seq],PPIL1,-0.01145,0.35645,0.10668,-0.10733,-0.03212,9,ABHD6,RNA-seq,22
FGD1 (ENSG00000102302) [RNA-seq],PPIL1,0.10855,0.35645,0.10668,1.0175299999999998,0.30453,10,FGD1,RNA-seq,22
DCLRE1B (64858) [CERES],PPM1D,-0.02324,0.63016,0.20219,-0.11494,-0.03688,8,DCLRE1B,CERES,20
FAM193A (8603) [CERES],PPM1D,0.08454,0.63016,0.20219,0.41812,0.13416,10,FAM193A,CERES,20
